"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)";"Absolute acceleration (m/s^2)"
6.699079917E0;-3.265908508E0;8.756191406E0;-4.045786743E0;1.018358663E1
6.709136917E0;-3.202440491E0;8.931925964E0;-3.735032959E0;1.019732307E1
6.719193917E0;-3.067570953E0;8.702902222E0;-3.309916992E0;9.803369274E0
6.729250917E0;-2.941982117E0;8.465645599E0;-3.083138580E0;9.477771768E0
6.739307917E0;-2.830763397E0;8.617729340E0;-2.971770172E0;9.545150514E0
6.749364917E0;-2.692151642E0;8.883875885E0;-2.965483246E0;9.744999850E0
6.759421917E0;-2.469863892E0;8.988807678E0;-3.054847412E0;9.809739234E0
6.769478917E0;-2.253713379E0;8.877139893E0;-3.224444733E0;9.709782722E0
6.779535917E0;-2.097288666E0;8.823401642E0;-3.453917542E0;9.704668086E0
6.789592917E0;-2.196981354E0;8.960815887E0;-3.607498169E0;9.906411635E0
6.799649917E0;-2.525398407E0;9.177265778E0;-3.837120667E0;1.026271598E1
6.809706917E0;-2.779569855E0;8.961115265E0;-3.974834290E0;1.018954871E1
6.819763917E0;-3.042423248E0;8.637787628E0;-3.820954285E0;9.923074422E0
6.829820917E0;-3.153492279E0;8.581654358E0;-3.599265289E0;9.825681437E0
6.839877917E0;-2.876717834E0;8.668922882E0;-3.529510345E0;9.791995339E0
6.849934917E0;-2.633323975E0;8.930878143E0;-3.556304626E0;9.967059855E0
6.859991917E0;-2.647694092E0;8.977131958E0;-3.513343964E0;9.997137991E0
6.870048917E0;-2.805016937E0;8.902287598E0;-3.461551666E0;9.954957781E0
6.880105917E0;-2.994073792E0;8.911717987E0;-3.422782288E0;1.000493048E1
6.890162917E0;-2.996917877E0;8.800648956E0;-3.313958588E0;9.869916937E0
6.900219917E0;-2.872975616E0;8.771759033E0;-3.367696838E0;9.825432684E0
6.910277667E0;-2.847229156E0;8.845256195E0;-3.398383026E0;9.894153739E0
6.920334667E0;-3.100951538E0;8.740474091E0;-3.399730225E0;9.877750421E0
6.930391667E0;-3.541934509E0;8.606352997E0;-3.323089600E0;9.882182778E0
6.940448667E0;-3.752995605E0;8.519832916E0;-3.142565002E0;9.825896587E0
6.950505667E0;-3.620371399E0;8.446186066E0;-2.793191528E0;9.604533671E0
6.960562667E0;-3.419788513E0;8.513695679E0;-2.460583191E0;9.499075598E0
6.970619667E0;-3.189417572E0;8.605305176E0;-2.393073578E0;9.484221780E0
6.980676667E0;-2.879412231E0;8.791667633E0;-2.407294006E0;9.559262472E0
6.990733667E0;-2.795137482E0;8.772357788E0;-2.475701752E0;9.533947444E0
7.000790667E0;-3.112178192E0;8.600964203E0;-2.652184753E0;9.523461676E0
7.010847667E0;-3.605103149E0;8.531658325E0;-2.885549469E0;9.701152418E0
7.020904667E0;-3.835623779E0;8.599018250E0;-3.045716400E0;9.896035217E0
7.030961667E0;-3.535797272E0;8.567733307E0;-3.168910217E0;9.795402408E0
7.041018667E0;-3.051404572E0;8.519683228E0;-3.322490845E0;9.640280990E0
7.051075667E0;-2.606829071E0;8.607400818E0;-3.333867188E0;9.591536742E0
7.061132667E0;-2.388133850E0;8.641679535E0;-3.205134888E0;9.521276076E0
7.071189667E0;-2.508633270E0;8.579558716E0;-3.241209869E0;9.508286389E0
7.081246667E0;-2.786305847E0;8.481362915E0;-3.382965088E0;9.546804175E0
7.091303667E0;-3.151396637E0;8.183182983E0;-3.646866302E0;9.497126846E0
7.101360667E0;-3.582051086E0;7.958949280E0;-3.901935883E0;9.560390539E0
7.111417667E0;-3.856131134E0;7.853718109E0;-4.050876160E0;9.641588724E0
7.121474667E0;-3.911515961E0;7.675738220E0;-4.030967560E0;9.511341325E0
7.131531667E0;-3.998634796E0;7.483837280E0;-3.798950043E0;9.296715662E0
7.141588667E0;-4.140539703E0;7.360194397E0;-3.382815399E0;9.097250718E0
7.151645667E0;-4.222419434E0;7.347171478E0;-3.038681030E0;9.002407290E0
7.161702667E0;-4.311035156E0;7.473957825E0;-2.844385071E0;9.084910353E0
7.171759667E0;-4.220024414E0;7.419321442E0;-2.811453552E0;8.986612698E0
7.181816667E0;-4.023782501E0;7.326963501E0;-3.113974457E0;8.920317073E0
7.191874667E0;-3.824696503E0;7.303761749E0;-3.543880463E0;8.973980597E0
7.201931667E0;-3.664379883E0;7.234156494E0;-3.667523346E0;8.900080202E0
7.211988667E0;-3.591032410E0;7.305857391E0;-3.567381592E0;8.888041258E0
7.222045667E0;-3.569926300E0;7.395820313E0;-3.611390076E0;8.971324883E0
7.232102667E0;-3.508703613E0;7.431745605E0;-3.661236420E0;8.997027060E0
7.242159667E0;-3.385958862E0;7.622449036E0;-3.748055878E0;9.144089325E0
7.252216667E0;-3.272045746E0;7.871680756E0;-3.920796661E0;9.383085193E0
7.262273667E0;-3.144361267E0;7.751331024E0;-3.909869385E0;9.233483580E0
7.272330667E0;-3.138523407E0;7.723788300E0;-3.832929382E0;9.175978559E0
7.282387667E0;-3.037782898E0;7.804021454E0;-3.508404236E0;9.079635239E0
7.292444667E0;-2.736908569E0;8.031398621E0;-3.000061340E0;8.999688904E0
7.302501667E0;-2.550995178E0;8.081095276E0;-2.664159851E0;8.883097712E0
7.312558667E0;-2.588866425E0;7.915090485E0;-2.576591949E0;8.717207857E0
7.322615667E0;-2.734214172E0;7.882009277E0;-2.749033356E0;8.784029928E0
7.332672667E0;-2.839445343E0;7.910599823E0;-3.156785431E0;8.978047320E0
7.342729667E0;-2.798131256E0;7.837252350E0;-3.428320770E0;9.000302563E0
7.352786667E0;-2.533182220E0;7.832462311E0;-3.569926300E0;8.972672500E0
7.362843667E0;-1.963317261E0;7.867639160E0;-3.462749176E0;8.817312089E0
7.372900667E0;-1.867067413E0;8.192912750E0;-2.912942505E0;8.893536647E0
7.382957667E0;-2.662213898E0;8.601263580E0;-2.213447113E0;9.271918148E0
7.393014667E0;-3.398832092E0;8.473429413E0;-2.003284149E0;9.346882528E0
7.403071667E0;-3.644171906E0;8.450976105E0;-2.239193573E0;9.471693294E0
7.413128667E0;-3.067421265E0;8.545429688E0;-2.527044983E0;9.424404390E0
7.423185667E0;-1.939367065E0;8.471932526E0;-2.775378571E0;9.123459407E0
7.433242667E0;-1.176852722E0;8.587941284E0;-3.091371460E0;9.202950360E0
7.443299667E0;-1.182241516E0;8.940458221E0;-3.460653534E0;9.659482962E0
7.453356667E0;-1.758393402E0;9.157656555E0;-3.370840302E0;9.915502271E0
7.463413667E0;-2.421664124E0;8.944350128E0;-2.618205414E0;9.629166939E0
7.473470667E0;-2.739902344E0;8.773704987E0;-1.906734924E0;9.387257433E0
7.483527667E0;-2.401456146E0;8.843310242E0;-1.671723633E0;9.314815487E0
7.493584667E0;-1.421893158E0;8.808732147E0;-1.785187683E0;9.099584455E0
7.503641667E0;-6.012995911E-1;8.783135376E0;-1.893861694E0;9.005095244E0
7.513698667E0;-3.426374817E-1;9.014554138E0;-2.166444855E0;9.277557333E0
7.523755667E0;-6.230044556E-1;8.963809662E0;-2.615960083E0;9.358486275E0
7.533812667E0;-1.502126312E0;8.840316467E0;-2.641407166E0;9.347973605E0
7.543869667E0;-2.120041351E0;8.818012848E0;-2.198927307E0;9.332052680E0
7.553926667E0;-1.898951111E0;8.832083588E0;-1.729802856E0;9.198039668E0
7.563983667E0;-1.217118988E0;8.888815613E0;-1.303788757E0;9.065996181E0
7.574040667E0;-4.102967834E-1;8.799152069E0;-1.200204163E0;8.890101834E0
7.584097667E0;2.053729248E-1;8.506510620E0;-1.722468109E0;8.681578045E0
7.594154667E0;-2.257305908E-1;8.377329254E0;-2.562970276E0;8.763527621E0
7.604211667E0;-1.340013428E0;8.539142761E0;-3.432811432E0;9.300365015E0
7.614268667E0;-2.077230377E0;8.585097198E0;-3.723806305E0;9.585693159E0
7.624325667E0;-2.245031433E0;8.543184357E0;-3.392395477E0;9.462267813E0
7.634382667E0;-1.761536865E0;8.325836334E0;-2.938988342E0;9.003344671E0
7.644439667E0;-8.869056702E-1;8.255183258E0;-2.681224365E0;8.724884893E0
7.654496667E0;6.855743408E-2;8.397537231E0;-2.415676575E0;8.738353677E0
7.664553667E0;8.390052795E-1;8.287366333E0;-2.358645172E0;8.657226903E0
7.674610667E0;3.884422302E-1;8.419840851E0;-2.475402374E0;8.784772293E0
7.684667667E0;-8.655001831E-1;8.504564667E0;-2.751428375E0;8.980371309E0
7.694724667E0;-1.560205536E0;8.176596680E0;-2.708168335E0;8.753579285E0
7.704781667E0;-1.307381287E0;8.106242981E0;-2.072739716E0;8.468569597E0
7.714838667E0;-1.437011719E-2;8.116870880E0;-1.386267242E0;8.234411713E0
7.724896667E0;1.527423706E0;7.999963989E0;-1.045575714E0;8.211313877E0
7.734953667E0;2.469414825E0;8.158933411E0;-1.222358093E0;8.611641149E0
7.745010667E0;1.561103668E0;8.435707855E0;-1.750609589E0;8.755732157E0
7.755067667E0;-8.545729065E-1;8.240962830E0;-2.312840424E0;8.601918044E0
7.765124667E0;-3.035537567E0;7.853568420E0;-2.412982178E0;8.758738964E0
7.775181667E0;-3.916755066E0;7.553741913E0;-2.305954742E0;8.815748091E0
7.785238667E0;-2.992127838E0;7.329059143E0;-1.967508545E0;8.157145751E0
7.795295667E0;-7.653584290E-1;7.491770782E0;-1.374441833E0;7.655161222E0
7.805352667E0;1.581311646E0;7.987390137E0;-8.286767578E-1;8.184476335E0
7.815409667E0;2.919678497E0;8.471034393E0;-6.288423157E-1;8.982114945E0
7.825466667E0;2.445913696E0;8.757239227E0;-5.589376831E-1;9.109563328E0
7.835523667E0;6.875202942E-1;8.463400269E0;-5.804928589E-1;8.511098649E0
7.845580667E0;-7.577243042E-1;8.320896606E0;-5.592370605E-1;8.374020095E0
7.855637667E0;-1.037941589E0;8.461454315E0;-3.559597778E-1;8.532305622E0
7.865694667E0;2.589614868E-2;8.457412720E0;-2.360591125E-1;8.460746092E0
7.875751667E0;1.788929901E0;8.482859802E0;-3.607498169E-2;8.669514520E0
7.885808667E0;2.887046356E0;8.571325836E0;-8.786727905E-2;9.044909282E0
7.895865667E0;2.383942566E0;8.555758209E0;-4.251159668E-1;8.891844819E0
7.905921792E0;7.176077271E-1;8.270002441E0;-6.560856628E-1;8.326965211E0
7.915978792E0;-5.352868652E-1;8.058641968E0;-5.123844910E-1;8.092637411E0
7.926035792E0;-6.105802917E-1;8.190068665E0;4.071533203E-2;8.212897830E0
7.936092792E0;8.119116211E-1;8.339607697E0;6.222560120E-1;8.402110423E0
7.946149792E0;2.718945923E0;8.821904755E0;1.098415833E0;9.296514819E0
7.956206792E0;3.974385223E0;9.225465546E0;1.210083618E0;1.011776926E1
7.966263792E0;4.364474030E0;9.315727844E0;1.235530701E0;1.036136839E1
7.976320792E0;4.079915771E0;9.100026398E0;1.136287079E0;1.003729752E1
7.986377792E0;3.306773529E0;9.054970093E0;8.508306885E-1;9.677352294E0
7.996434792E0;2.930156708E0;9.133556671E0;8.358618164E-1;9.628413201E0
8.006491792E0;3.387006683E0;9.076974335E0;1.382225647E0;9.786410225E0
8.016548792E0;3.871848450E0;9.234596558E0;1.992207184E0;1.020969507E1
8.026605792E0;4.122876434E0;9.350455627E0;2.244582367E0;1.046266125E1
8.036662792E0;3.919599152E0;9.177415466E0;2.269281006E0;1.023415109E1
8.046719792E0;3.453318787E0;9.057963867E0;2.348915405E0;9.974443525E0
8.056776792E0;3.221301270E0;9.010662231E0;2.504292297E0;9.891425359E0
8.066833792E0;3.408711548E0;9.152866516E0;2.634222107E0;1.011599753E1
8.076890792E0;4.294419708E0;9.272617493E0;2.752476196E0;1.058298639E1
8.086947792E0;5.052293701E0;9.209897919E0;2.753973083E0;1.085966201E1
8.097004792E0;5.194647675E0;9.190588074E0;2.524500275E0;1.085469370E1
8.107061792E0;4.806953888E0;9.152417450E0;2.067949677E0;1.054276846E1
8.117118792E0;4.049828339E0;8.988807678E0;1.763333130E0;1.001544391E1
8.127175792E0;3.486100616E0;8.778045959E0;1.812730408E0;9.617327067E0
8.137232792E0;3.644770660E0;8.618028717E0;2.094294891E0;9.588578791E0
8.147289792E0;4.168232117E0;8.541238403E0;2.164947968E0;9.747507997E0
8.157346792E0;4.735402679E0;8.722960510E0;2.299667816E0;1.018835368E1
8.167403792E0;5.004842377E0;8.860374756E0;2.613115997E0;1.050633443E1
8.177460792E0;4.642895050E0;8.878936157E0;2.774929504E0;1.039674062E1
8.187517792E0;4.255051575E0;8.774902496E0;2.983894958E0;1.019843159E1
8.197574792E0;4.252656555E0;8.438551941E0;3.259172516E0;9.995821733E0
8.207631792E0;4.411326599E0;8.167465668E0;3.316652985E0;9.857356888E0
8.217688792E0;4.737797699E0;8.096363525E0;3.042572937E0;9.861798997E0
8.227745792E0;5.116061096E0;8.089926910E0;2.622546387E0;9.924653551E0
8.237802792E0;5.222040710E0;8.147856445E0;2.491119690E0;9.993145208E0
8.247859792E0;5.248086548E0;8.147706757E0;2.686463470E0;1.005706835E1
8.257916792E0;5.223687286E0;7.962841187E0;2.962938538E0;9.973602830E0
8.267973792E0;4.932991791E0;7.614814911E0;3.137325897E0;9.600136870E0
8.278030792E0;4.572691040E0;7.426955566E0;3.153192902E0;9.274254569E0
8.288087792E0;4.424199829E0;7.480394440E0;3.229833527E0;9.271551634E0
8.298144792E0;4.567302246E0;7.547305298E0;3.376378784E0;9.445739821E0
8.308202792E0;4.831502838E0;7.466623077E0;3.403023376E0;9.522313162E0
8.318258792E0;4.837789764E0;7.433242493E0;3.170257416E0;9.418483734E0
8.328316792E0;4.790637817E0;7.299869843E0;2.961142273E0;9.219906397E0
8.338373792E0;4.793332214E0;6.921007690E0;2.799777832E0;8.872155154E0
8.348430792E0;4.554578705E0;6.774013367E0;2.846480713E0;8.644876906E0
8.358487792E0;4.346212006E0;6.702761536E0;3.158731384E0;8.590352435E0
8.368544792E0;4.104764099E0;6.641987915E0;3.855981445E0;8.708253825E0
8.378601792E0;3.973786469E0;6.699318695E0;4.568200378E0;9.029967031E0
8.388658792E0;4.199966125E0;6.756499786E0;5.002297668E0;9.397498964E0
8.398715792E0;4.507127380E0;6.820117493E0;5.178181915E0;9.676867664E0
8.408772792E0;4.810696106E0;6.859485626E0;5.132227478E0;9.825227680E0
8.418829792E0;5.122797089E0;6.849007416E0;4.997058563E0;9.905682555E0
8.428886792E0;5.558690643E0;6.832841034E0;4.872816925E0;1.006633513E1
8.438943792E0;6.159990234E0;6.818770294E0;4.689298553E0;1.031652213E1
8.449000792E0;6.585405579E0;6.710844727E0;4.504882050E0;1.042578370E1
8.459057792E0;6.721173248E0;6.635102234E0;4.305796051E0;1.037972211E1
8.469114792E0;6.663992157E0;6.492149506E0;4.188440094E0;1.020293228E1
8.479171792E0;6.317163391E0;6.324647827E0;4.337829437E0;9.936019710E0
8.489228792E0;6.007457428E0;6.092480621E0;4.578528900E0;9.704163630E0
8.499285792E0;5.697003021E0;5.871989136E0;4.749024353E0;9.459880133E0
8.509342792E0;5.420228577E0;5.814658356E0;4.744833069E0;9.257568281E0
8.519399792E0;5.425467682E0;5.810916138E0;4.483177185E0;9.126955878E0
8.529456792E0;5.710475006E0;5.788163452E0;4.363725586E0;9.227917530E0
8.539513792E0;5.992189178E0;5.698200531E0;4.606371002E0;9.465435767E0
8.549570792E0;6.125861206E0;5.398673401E0;4.904401245E0;9.524967274E0
8.559627792E0;6.130800934E0;5.060975647E0;5.029241638E0;9.407096579E0
8.569684792E0;6.044580231E0;4.878804474E0;5.002746735E0;9.239434948E0
8.579741792E0;5.779182129E0;4.853207703E0;4.779710541E0;8.932984044E0
8.589798792E0;5.220094757E0;4.871769104E0;4.511917419E0;8.446355562E0
8.599855792E0;4.581971741E0;4.830604706E0;4.341421967E0;7.948405598E0
8.609912792E0;4.244423676E0;4.730313263E0;4.543801117E0;7.812625967E0
8.619969792E0;4.340823212E0;4.616250458E0;5.068011017E0;8.114015659E0
8.630026792E0;4.722828827E0;4.528383179E0;5.482948151E0;8.536632050E0
8.640083792E0;5.212760010E0;4.532125397E0;5.742209015E0;8.982538166E0
8.650140792E0;5.721551971E0;4.718188477E0;6.000272369E0;9.539430170E0
8.660197792E0;6.163882141E0;4.908143463E0;6.288423157E0;1.008105060E1
8.670254792E0;6.372697906E0;4.986131287E0;6.464008026E0;1.035645613E1
8.680311792E0;6.326294403E0;4.857997742E0;6.352938995E0;1.019715533E1
8.690368792E0;6.109994202E0;4.708758087E0;6.297254791E0;9.957903885E0
8.700425792E0;5.994135132E0;4.635260925E0;6.243067474E0;9.817901574E0
8.710482792E0;5.986800385E0;4.671635284E0;6.001769257E0;9.679214291E0
8.720539792E0;6.022276611E0;4.809049530E0;6.050418091E0;9.798077977E0
8.730596792E0;6.155798950E0;4.806804199E0;6.474186859E0;1.014466967E1
8.740653792E0;6.304140472E0;4.622387695E0;6.798113251E0;1.035968141E1
8.750710792E0;6.212381287E0;4.487817535E0;6.924001465E0;1.032840664E1
8.760767792E0;6.104755096E0;4.315525818E0;6.924001465E0;1.018987704E1
8.770824792E0;6.252797241E0;3.797902222E0;6.820716248E0;1.000218500E1
8.780881792E0;6.344556427E0;3.489543457E0;6.503675537E0;9.732836446E0
8.790938792E0;6.524482269E0;3.486699371E0;6.024521942E0;9.540482484E0
8.800995792E0;6.719676361E0;3.600612488E0;5.704188080E0;9.521356118E0
8.811052792E0;6.685247955E0;3.591032410E0;5.716612244E0;9.500932035E0
8.821109792E0;6.607260132E0;3.457809448E0;6.183341675E0;9.687416936E0
8.831166792E0;6.460415497E0;3.453468475E0;6.979985046E0;1.011847835E1
8.841223792E0;6.342909851E0;3.365900574E0;7.652386780E0;1.049384655E1
8.851280792E0;6.313870239E0;3.255130920E0;7.950566711E0;1.066172339E1
8.861337792E0;6.251749420E0;3.268602905E0;7.847730560E0;1.055248837E1
8.871394792E0;6.263275452E0;3.204536133E0;7.481591949E0;1.026995079E1
8.881451792E0;6.082002411E0;3.118614807E0;6.988068237E0;9.774948047E0
8.891508792E0;5.647156677E0;3.246748352E0;6.580465851E0;9.259280977E0
8.901565792E0;5.310656433E0;3.311413879E0;6.459217987E0;8.993888516E0
8.911623750E0;5.211263123E0;3.371888123E0;6.839427338E0;9.236052141E0
8.921680750E0;5.469775543E0;3.211272125E0;7.564519501E0;9.871811811E0
8.931737750E0;5.954916687E0;2.771187286E0;8.145461426E0;1.046370171E1
8.941794750E0;6.188431091E0;2.615361328E0;8.351283417E0;1.071824281E1
8.951851750E0;6.138135681E0;2.875071259E0;8.102051697E0;1.056342682E1
8.961909750E0;5.996230774E0;2.937641144E0;7.420818329E0;9.982638111E0
8.971965750E0;5.725144501E0;2.644550629E0;6.668632507E0;9.178321584E0
8.982023750E0;5.553900604E0;2.520608368E0;6.319708099E0;8.782823517E0
8.992080750E0;5.602250061E0;2.508633270E0;6.444698181E0;8.900145014E0
9.002137750E0;6.007756805E0;2.527494049E0;6.897057495E0;9.489508422E0
9.012194750E0;6.318510590E0;2.579585724E0;7.583380280E0;1.020222991E1
9.022251750E0;6.463259583E0;2.582130432E0;8.226443024E0;1.077568962E1
9.032308750E0;6.402186584E0;2.531086578E0;8.512348480E0;1.094780658E1
9.042365750E0;6.337521057E0;2.373614044E0;8.471034393E0;1.084235401E1
9.052422750E0;6.325096893E0;2.240091705E0;8.072113953E0;1.049685121E1
9.062479750E0;6.343658295E0;2.269281006E0;7.613767090E0;1.016666544E1
9.072536750E0;6.371799774E0;2.376158752E0;7.417525177E0;1.006308315E1
9.082593750E0;6.549779663E0;2.250569916E0;7.541018372E0;1.023873218E1
9.092650750E0;6.537056122E0;1.901795197E0;7.815547485E0;1.036497517E1
9.102707750E0;6.445596313E0;1.621278534E0;7.956703949E0;1.036741982E1
9.112764750E0;6.365662537E0;1.478176117E0;7.919581146E0;1.026773732E1
9.122821750E0;6.314918060E0;1.486109619E0;7.848179626E0;1.018236885E1
9.132878750E0;6.331832886E0;1.596879272E0;7.840695190E0;1.020385379E1
9.142935750E0;6.330036621E0;1.763183441E0;7.800877991E0;1.019960180E1
9.152992750E0;6.114335175E0;1.893562317E0;7.913892975E0;1.017842694E1
9.163049750E0;5.821394348E0;1.926942902E0;8.161627808E0;1.020852142E1
9.173106750E0;5.634133759E0;1.828896790E0;8.213869171E0;1.012699232E1
9.183163750E0;5.478906555E0;1.661544800E0;8.223449249E0;1.002019290E1
9.193220750E0;5.541177063E0;1.455273743E0;8.078700256E0;9.903931681E0
9.203277750E0;5.596861267E0;1.346450043E0;7.620652771E0;9.550504302E0
9.213334750E0;5.466781769E0;1.349892883E0;7.206913147E0;9.145901312E0
9.223391750E0;5.266348572E0;1.367107086E0;7.079528046E0;8.928780791E0
9.233448750E0;5.059329071E0;1.314566345E0;7.160210266E0;8.865297873E0
9.243505750E0;4.889432373E0;1.341809692E0;7.183112640E0;8.792275552E0
9.253562750E0;4.788841553E0;1.360520782E0;7.320227509E0;8.852669145E0
9.263619750E0;4.985831909E0;1.217418365E0;7.435936890E0;9.035141655E0
9.273676750E0;5.235512695E0;1.127006378E0;7.458539886E0;9.182077858E0
9.283733750E0;5.563031616E0;1.140777740E0;7.567812653E0;9.461526460E0
9.293790750E0;5.909860382E0;1.153950348E0;7.653584290E0;9.738347068E0
9.303847750E0;5.976621552E0;1.155596924E0;7.674241333E0;9.795375922E0
9.313904750E0;5.952222290E0;1.183588715E0;7.773784332E0;9.862127320E0
9.323961750E0;5.936355286E0;1.164129181E0;8.114475861E0;1.012127607E1
9.334018750E0;5.861061859E0;1.074615326E0;8.542585602E0;1.041549869E1
9.344075750E0;5.826034698E0;1.020577698E0;8.876690826E0;1.066676611E1
9.354132750E0;5.838309174E0;9.752220154E-1;9.057065735E0;1.081976671E1
9.364189750E0;5.596861267E0;8.544232178E-1;8.970096588E0;1.060742796E1
9.374246750E0;5.432652740E0;7.900570679E-1;8.704099731E0;1.029073652E1
9.384303750E0;5.442382507E0;6.966513062E-1;8.353379059E0;9.994187916E0
9.394360750E0;5.264701996E0;6.563850403E-1;8.075407104E0;9.662304504E0
9.404417750E0;5.186414795E0;5.749543762E-1;8.120912476E0;9.652910980E0
9.414474750E0;5.196893005E0;4.587959290E-1;8.424630890E0;9.909217741E0
9.424531750E0;4.993915100E0;4.242178345E-1;8.752898254E0;1.008624691E1
9.434588750E0;4.953499146E0;2.516267395E-1;8.874146118E0;1.016616639E1
9.444645750E0;5.022805023E0;1.525328064E-1;8.915310516E0;1.023399229E1
9.454702750E0;4.931794281E0;2.040257263E-1;8.836574249E0;1.012172247E1
9.464759750E0;4.965474243E0;2.579136658E-1;8.693322144E0;1.001480423E1
9.474816750E0;5.221441956E0;1.800755310E-1;8.549321594E0;1.001932049E1
9.484873750E0;5.497617645E0;2.058219910E-1;8.560697937E0;1.017603615E1
9.494930750E0;5.774841156E0;3.507206726E-1;8.908275146E0;1.062210720E1
9.504987750E0;5.770350494E0;2.884501648E-1;9.192234650E0;1.085713250E1
9.515044750E0;5.482648773E0;2.167492676E-1;9.120533752E0;1.064380354E1
9.525101750E0;5.248236237E0;2.127076721E-1;8.825048218E0;1.026989310E1
9.535158750E0;5.170996857E0;7.110214233E-2;8.681796112E0;1.010533759E1
9.545215750E0;5.189707947E0;-8.322692871E-2;8.671766968E0;1.010641072E1
9.555272750E0;5.296136627E0;-1.613644409E-1;8.747958527E0;1.022750605E1
9.565329750E0;5.381758575E0;-2.854563904E-1;8.886270905E0;1.039281585E1
9.575386750E0;5.444178772E0;-2.198927307E-1;8.996292114E0;1.051763791E1
9.585443750E0;5.618715820E0;3.577560425E-2;9.126820679E0;1.071774711E1
9.595500750E0;5.862409058E0;3.951782227E-2;9.077722778E0;1.080622286E1
9.605557750E0;5.763913879E0;5.688171387E-2;8.883576508E0;1.058980030E1
9.615614750E0;5.309907990E0;1.517843628E-1;8.938063202E0;1.039745811E1
9.625671750E0;4.902155914E0;-1.227447510E-2;9.167536011E0;1.039591265E1
9.635728750E0;4.711153107E0;-1.106199646E-1;9.379495239E0;1.049676766E1
9.645785750E0;4.732708282E0;1.496887207E-3;9.407037964E0;1.053047450E1
9.655842750E0;5.127287750E0;-3.293151855E-2;9.256301422E0;1.058155377E1
9.665899750E0;5.474565582E0;-1.901046753E-2;9.248367920E0;1.074725727E1
9.675956750E0;5.498964844E0;1.008901978E-1;9.341324615E0;1.084016323E1
9.686013750E0;5.429060211E0;3.652404785E-2;9.494605865E0;1.093725602E1
9.696070750E0;5.245242462E0;1.565744019E-1;9.595496063E0;1.093666442E1
9.706128750E0;5.139861603E0;3.243754578E-1;9.458081818E0;1.076934113E1
9.716185750E0;5.138664093E0;4.384382629E-1;9.103319550E0;1.046272066E1
9.726242750E0;5.162763977E0;4.348457336E-1;8.752149811E0;1.017071035E1
9.736299750E0;5.071004791E0;2.035766602E-1;8.545579376E0;9.938986866E0
9.746356750E0;5.004992065E0;-5.164260864E-2;8.448730774E0;9.820064370E0
9.756413750E0;5.388644257E0;-1.411564636E-1;8.513396301E0;1.007647402E1
9.766470750E0;5.843997345E0;-1.305285645E-1;8.920848999E0;1.066540621E1
9.776527750E0;6.132447510E0;-1.700463867E-1;9.415420532E0;1.123770315E1
9.786584750E0;6.202501831E0;-3.635939026E-1;9.658964081E0;1.148472101E1
9.796641750E0;5.967640228E0;-5.725593567E-1;9.652078400E0;1.136235766E1
9.806698750E0;5.617069244E0;-7.379653931E-1;9.480535126E0;1.104430197E1
9.816755750E0;5.462440796E0;-9.372010803E-1;9.431437225E0;1.093931504E1
9.826812750E0;5.468578033E0;-9.904902649E-1;9.500892792E0;1.100696963E1
9.836869750E0;5.361251221E0;-7.929011536E-1;9.555529175E0;1.098543785E1
9.846926750E0;5.308710480E0;-6.551875305E-1;9.643845520E0;1.102793880E1
9.856983750E0;5.348377991E0;-8.234376526E-1;9.812395020E0;1.120563665E1
9.867040750E0;5.037175140E0;-9.593550110E-1;9.783205719E0;1.104556968E1
9.877097750E0;4.644691315E0;-1.121168518E0;9.643396454E0;1.076221499E1
9.887154750E0;4.291425934E0;-1.259630585E0;9.610614624E0;1.060032637E1
9.897211750E0;4.138593750E0;-1.080153809E0;9.696236572E0;1.059772118E1
9.907268375E0;4.533322906E0;-8.867559814E-1;1.000444565E1;1.101935958E1
9.917325375E0;5.250930634E0;-9.032217407E-1;1.038495438E1;1.167199038E1
9.927382375E0;5.591322784E0;-1.015637970E0;1.057610687E1;1.200618372E1
9.937439375E0;5.442981262E0;-1.022224274E0;1.052596115E1;1.189398359E1
9.947496375E0;5.227878571E0;-1.048868866E0;1.027717850E1;1.157804984E1
9.957553375E0;4.999902649E0;-1.022972717E0;1.011087433E1;1.132586771E1
9.967610375E0;4.963228912E0;-1.033450928E0;9.945318604E0;1.116293081E1
9.977667375E0;4.967569885E0;-8.460406494E-1;9.906698914E0;1.111463984E1
9.987724375E0;4.995861053E0;-7.827223206E-1;9.900411987E0;1.111707873E1
9.997781375E0;5.326523438E0;-9.726773071E-1;9.677824860E0;1.108955577E1
1.000783837E1;5.710025940E0;-1.234632568E0;9.179511108E0;1.088081514E1
1.001789537E1;5.839207306E0;-1.187630310E0;8.716523895E0;1.055862664E1
1.002795237E1;5.780229950E0;-1.088985443E0;8.670868835E0;1.047763876E1
1.003800937E1;5.388644257E0;-1.132544861E0;8.838220825E0;1.041317877E1
1.004806637E1;4.814588013E0;-1.111887817E0;9.107660522E0;1.036175817E1
1.005812338E1;4.461023254E0;-9.446855164E-1;9.438023529E0;1.048186278E1
1.006818038E1;4.804109802E0;-1.028810577E0;9.560019836E0;1.074857672E1
1.007823738E1;5.179529114E0;-1.193617859E0;9.688003693E0;1.105032402E1
1.008829437E1;5.147645416E0;-1.102008362E0;9.583970032E0;1.093458538E1
1.009835137E1;4.962480469E0;-1.109043732E0;9.194030914E0;1.050649299E1
