"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)";"Absolute acceleration (m/s^2)"
3.340032375E0;1.395547943E0;7.248825989E0;7.313940582E0;1.039166777E1
3.350089375E0;1.391656036E0;7.288942566E0;7.413633270E0;1.048939219E1
3.360146375E0;1.416504364E0;7.329059143E0;7.295828247E0;1.043794531E1
3.370203375E0;1.346150665E0;7.408693542E0;7.020550690E0;1.029509561E1
3.380260375E0;1.284927979E0;7.535030823E0;6.746470642E0;1.019522415E1
3.390317375E0;1.272803192E0;7.676486664E0;6.501579895E0;1.013997123E1
3.400375375E0;1.378782806E0;7.875872040E0;6.399791565E0;1.024147130E1
3.410431375E0;1.620679779E0;8.185128937E0;6.453080750E0;1.054823160E1
3.420489375E0;1.778900757E0;8.404273224E0;6.701564026E0;1.089528599E1
3.430546375E0;1.861379242E0;8.462202759E0;7.053332520E0;1.117242623E1
3.440603375E0;1.962119751E0;8.423882446E0;7.251221008E0;1.128680271E1
3.450660375E0;2.086660767E0;8.476273499E0;7.189698944E0;1.130898477E1
3.460717375E0;2.214494934E0;8.627159729E0;7.045997772E0;1.135684628E1
3.470774375E0;2.248174896E0;8.810678101E0;6.926695862E0;1.143072415E1
3.480831375E0;2.279908905E0;8.982670441E0;6.956184540E0;1.158770280E1
3.490888375E0;2.295476532E0;8.990304565E0;7.127727814E0;1.170039711E1
3.500945375E0;2.152523804E0;8.961115265E0;7.371870117E0;1.180166999E1
3.511002375E0;1.986369324E0;9.013356628E0;7.429051208E0;1.184808266E1
3.521059375E0;2.014211426E0;9.086105347E0;7.178023224E0;1.175322830E1
3.531116375E0;2.132315826E0;9.301956482E0;6.828799438E0;1.173480579E1
3.541173375E0;2.216740265E0;9.435927887E0;6.531517639E0;1.168808775E1
3.551230375E0;2.246977386E0;9.378297729E0;6.375841370E0;1.156082734E1
3.561287375E0;2.240840149E0;9.211843872E0;6.366710358E0;1.141991387E1
3.571344375E0;2.259401550E0;9.100475464E0;6.486461334E0;1.140165469E1
3.581401375E0;2.373464355E0;9.081015930E0;6.536307678E0;1.143772274E1
3.591458375E0;2.471360779E0;9.086554413E0;6.464756470E0;1.142217893E1
3.601515375E0;2.567760315E0;9.190288696E0;6.206992493E0;1.138338944E1
3.611572375E0;2.597997437E0;9.189240875E0;5.762416992E0;1.115334874E1
3.621629375E0;2.239492950E0;9.067094879E0;5.529351654E0;1.085362925E1
3.631686375E0;1.706451416E0;8.930429077E0;5.450615387E0;1.060064847E1
3.641743375E0;1.327289886E0;8.792565765E0;5.391787720E0;1.039914833E1
3.651800375E0;1.176703033E0;8.780590668E0;5.335055695E0;1.034148064E1
3.661857375E0;1.382674713E0;8.856632538E0;5.160518646E0;1.034324330E1
3.671914375E0;1.640438690E0;9.028026123E0;4.851860504E0;1.037963608E1
3.681971375E0;1.728156281E0;9.071435852E0;4.475243683E0;1.026183602E1
3.692028375E0;1.644629974E0;8.963210907E0;4.102069702E0;9.993544584E0
3.702085375E0;1.584006042E0;8.968749390E0;3.948189697E0;9.926517146E0
3.712143375E0;1.561852112E0;8.997789001E0;4.042493591E0;9.987058795E0
3.722200375E0;1.645228729E0;9.106013947E0;4.252806244E0;1.018393973E1
3.732257375E0;1.595681763E0;9.209299164E0;4.573439484E0;1.040546684E1
3.742314375E0;1.548829193E0;9.129515076E0;4.741689606E0;1.040339068E1
3.752371375E0;1.644779663E0;8.962612152E0;4.455035706E0;1.014303011E1
3.762428375E0;1.522783356E0;8.939111023E0;3.997287598E0;9.909837696E0
3.772485375E0;1.279539185E0;8.955576782E0;3.596421204E0;9.735184718E0
3.782542375E0;1.290616150E0;8.972491608E0;3.372486877E0;9.671864527E0
3.792599375E0;1.425635376E0;9.078620911E0;3.468587036E0;9.822672238E0
3.802656375E0;1.672472076E0;9.352700958E0;3.782783661E0;1.022641825E1
3.812713375E0;2.079026642E0;9.641300812E0;4.077670441E0;1.067260181E1
3.822770375E0;2.558329926E0;9.730066223E0;4.213587799E0;1.090750030E1
3.832827375E0;2.790646820E0;9.734556885E0;4.125870209E0;1.093490340E1
3.842884375E0;2.682421875E0;9.566306763E0;3.713627472E0;1.060663194E1
3.852941375E0;2.286345520E0;9.253307648E0;3.126548309E0;1.003127024E1
3.862998375E0;1.829196167E0;9.302255859E0;2.791095886E0;9.882719208E0
3.873055375E0;1.699116669E0;9.517957306E0;2.784659271E0;1.006145298E1
3.883112375E0;1.809736633E0;9.490713959E0;2.956352234E0;1.010390106E1
3.893169375E0;1.756447449E0;9.415270844E0;3.234174500E0;1.010902158E1
3.903226042E0;1.316063232E0;9.247020721E0;3.652105408E0;1.002882289E1
3.913283042E0;1.012943573E0;8.983718262E0;3.891757050E0;9.842714129E0
3.923340042E0;5.254074097E-1;8.530161438E0;3.964954834E0;9.421283030E0
3.933397042E0;9.250762939E-2;8.208181000E0;3.825744324E0;9.056440394E0
3.943454042E0;5.007087708E-1;8.461753693E0;3.456013184E0;9.154016165E0
3.953511042E0;1.530567169E0;9.144783325E0;2.953657837E0;9.731073555E0
3.963568042E0;2.246528320E0;9.736951904E0;2.584675140E0;1.032161167E1
3.973625042E0;2.212099915E0;9.820777588E0;2.334545288E0;1.033398085E1
3.983682042E0;1.535955963E0;9.803862762E0;2.329755249E0;1.019326470E1
3.993739042E0;5.200186157E-1;9.420060883E0;2.675386505E0;9.806409095E0
4.003796042E0;-4.595443726E-2;8.839118958E0;3.428470459E0;9.480851515E0
4.013853042E0;3.264710999E-1;9.072783051E0;4.106560364E0;9.964226698E0
4.023910042E0;1.016087036E0;9.391919403E0;3.915557556E0;1.022605368E1
4.033968042E0;2.077380066E0;9.635163574E0;3.030148773E0;1.031182266E1
4.044025042E0;2.798580322E0;9.749525757E0;2.207908630E0;1.038075936E1
4.054082042E0;2.572700043E0;9.729617157E0;1.478774872E0;1.017207013E1
4.064139042E0;1.935774536E0;9.733059998E0;1.035995636E0;9.977623311E0
4.074196042E0;1.440454559E0;9.669891357E0;7.774832153E-1;9.807455753E0
4.084253042E0;1.279838562E0;9.603878632E0;7.882608032E-1;9.720793517E0
4.094310042E0;1.408720551E0;9.458381195E0;1.040935364E0;9.619200323E0
4.104367042E0;1.496438141E0;9.377549286E0;1.380579071E0;9.596028152E0
4.114424042E0;1.526675262E0;9.447453918E0;1.544188843E0;9.693793998E0
4.124481042E0;9.024732971E-1;9.084159393E0;1.387015686E0;9.233646216E0
4.134538042E0;5.448669434E-2;8.555907898E0;8.538244629E-1;8.598578078E0
4.144595042E0;-1.287322998E-1;8.555309143E0;-1.077758789E-2;8.556284398E0
4.154652042E0;-5.373825073E-2;8.801846466E0;-1.076860657E0;8.867638800E0
4.164709042E0;-4.263134766E-1;8.938961334E0;-1.527124329E0;9.078484545E0
4.174766042E0;-1.102457428E0;8.622519379E0;-1.127754822E0;8.765562375E0
4.184823042E0;-1.779349823E0;8.324788513E0;-2.112107849E-1;8.515444767E0
4.194880042E0;-2.355202332E0;8.472531281E0;6.812333679E-1;8.820138504E0
4.204937042E0;-2.504292297E0;8.648565216E0;1.064137115E0;9.066506935E0
4.214994042E0;-2.086511078E0;8.700806580E0;9.842033386E-1;9.001456539E0
4.225051042E0;-1.198258209E0;8.831185455E0;7.574249268E-1;8.944235675E0
4.235108042E0;-7.197033691E-1;8.847351837E0;3.722758484E-1;8.884379369E0
4.245165042E0;-7.655081177E-1;8.648415527E0;-1.115180969E-1;8.682944783E0
4.255222042E0;-1.035097504E0;8.319549408E0;-5.495072937E-1;8.401683609E0
4.265279042E0;-1.533710632E0;7.936346283E0;-8.575666809E-1;8.128547302E0
4.275336042E0;-1.784139862E0;8.244405670E0;-1.018781433E0;8.496546093E0
4.285393042E0;-1.538201294E0;8.623118134E0;-1.105451202E0;8.828717456E0
4.295450042E0;-1.149160309E0;8.655301208E0;-1.113085327E0;8.801918392E0
4.305507042E0;-6.529421997E-1;8.530161438E0;-1.071322174E0;8.621932433E0
4.315564042E0;-9.789642334E-2;8.283773804E0;-9.662406921E-1;8.340510369E0
4.325621042E0;3.285667419E-1;8.276289368E0;-1.041983185E0;8.348092642E0
4.335678042E0;3.908372498E-1;8.559201050E0;-1.319057007E0;8.669059220E0
4.345736042E0;4.580474854E-2;8.689130859E0;-1.562450867E0;8.828609510E0
4.355793042E0;-3.222798157E-1;8.572373657E0;-1.725461884E0;8.750238460E0
4.365850042E0;-9.584568787E-1;8.285121002E0;-1.762135620E0;8.524493624E0
4.375907042E0;-1.837728424E0;8.114326172E0;-1.647174683E0;8.481315901E0
4.385964042E0;-2.433938599E0;7.978408813E0;-1.282532959E0;8.439428600E0
4.396021042E0;-2.450554047E0;8.105793915E0;-7.954458618E-1;8.505400887E0
4.406078042E0;-1.645228729E0;8.464897156E0;-7.851173401E-1;8.658964757E0
4.416135042E0;-1.004411316E0;8.358468475E0;-1.428629150E0;8.538958871E0
4.426192042E0;-9.714797974E-1;8.405021667E0;-2.096989288E0;8.716967724E0
4.436249042E0;-1.357527008E0;8.267308044E0;-2.422861633E0;8.721325609E0
4.446306042E0;-2.126328278E0;7.995623016E0;-2.545157318E0;8.656158798E0
4.456363042E0;-2.992277527E0;7.839946747E0;-2.637814636E0;8.796394480E0
4.466420042E0;-2.934497681E0;7.564070435E0;-3.033441925E0;8.661882480E0
4.476477042E0;-2.622546387E0;7.570207672E0;-3.431763611E0;8.715663786E0
4.486534042E0;-2.235151978E0;7.851622467E0;-3.544030151E0;8.899664569E0
4.496591042E0;-1.520837402E0;7.721093903E0;-3.807631989E0;8.742213611E0
4.506648042E0;-1.128652954E0;7.410190430E0;-3.914958801E0;8.456458012E0
4.516705042E0;-1.395847321E0;7.204817505E0;-3.619772644E0;8.182941954E0
4.526762042E0;-2.290836182E0;6.773564301E0;-3.367397461E0;7.903699729E0
4.536819042E0;-3.060086517E0;6.462062073E0;-3.288960571E0;7.870173909E0
4.546876042E0;-3.062481537E0;6.512357483E0;-3.595523071E0;8.044711263E0
4.556933042E0;-2.338437195E0;6.807693329E0;-4.378544769E0;8.425237758E0
4.566990042E0;-1.467847595E0;7.201823730E0;-5.020260315E0;8.900778350E0
4.577047042E0;-1.094374237E0;7.189249878E0;-5.030439148E0;8.842414082E0
4.587104042E0;-9.303153992E-1;7.092251587E0;-4.938679962E0;8.692299988E0
4.597161042E0;-8.762777710E-1;7.046297150E0;-4.769082642E0;8.553497267E0
4.607218042E0;-8.967851257E-1;7.308551788E0;-4.674179993E0;8.721646141E0
4.617275042E0;-1.105151825E0;6.924151154E0;-4.841082916E0;8.520640443E0
4.627332042E0;-1.743274841E0;6.611301727E0;-4.861889648E0;8.389653667E0
4.637389042E0;-1.600471802E0;6.989415436E0;-4.889582062E0;8.678793168E0
4.647446042E0;-1.275497589E0;7.166048126E0;-4.964127045E0;8.810317654E0
4.657503042E0;-1.481319580E0;7.036417694E0;-4.802612915E0;8.646997888E0
4.667560042E0;-1.873803406E0;6.805597687E0;-4.288581848E0;8.259493528E0
4.677617042E0;-2.319576416E0;6.747668152E0;-3.815715179E0;8.091424014E0
4.687674042E0;-2.502645721E0;6.854096832E0;-3.737577667E0;8.198253827E0
4.697732042E0;-2.434687042E0;7.009922791E0;-4.059258728E0;8.458386368E0
4.707789042E0;-2.301763458E0;7.222331085E0;-4.651876373E0;8.893825674E0
4.717846042E0;-2.418969727E0;7.409741364E0;-4.791086884E0;9.149327578E0
4.727903042E0;-2.435136108E0;7.486681366E0;-4.552033997E0;9.094025470E0
4.737960042E0;-2.608475647E0;7.631879425E0;-4.216431885E0;9.100990419E0
4.748017042E0;-3.107537842E0;7.821684723E0;-4.106710052E0;9.364860426E0
4.758074042E0;-3.343596954E0;7.607779541E0;-4.318369904E0;9.365162506E0
4.768131042E0;-3.429667969E0;7.223378906E0;-4.533921661E0;9.192185313E0
4.778188042E0;-3.063229980E0;7.381150818E0;-4.499792633E0;9.171308470E0
4.788245042E0;-2.493664398E0;7.715256042E0;-4.583019562E0;9.313839500E0
4.798302042E0;-2.082020416E0;7.807015228E0;-4.906197510E0;9.452781061E0
4.808359042E0;-1.902244263E0;7.893235931E0;-4.913681946E0;9.490309635E0
4.818416042E0;-1.472338257E0;8.110284576E0;-4.507576447E0;9.394825239E0
4.828473042E0;-1.258133698E0;8.274942169E0;-3.897594910E0;9.233028451E0
4.838530042E0;-1.395847321E0;8.256979523E0;-3.692221985E0;9.151972671E0
4.848587042E0;-1.792223053E0;8.344996490E0;-3.941603394E0;9.401450272E0
4.858644042E0;-2.046843567E0;8.456215210E0;-4.252207489E0;9.683925485E0
4.868701042E0;-2.269879761E0;8.351882172E0;-4.754113770E0;9.874608229E0
4.878758042E0;-2.884351959E0;8.438551941E0;-5.077142029E0;1.026187197E1
4.888815042E0;-2.996169434E0;7.967481537E0;-4.804409180E0;9.774463713E0
4.898872042E0;-2.399959259E0;7.306007080E0;-4.257745972E0;8.790104929E0
4.908929042E0;-2.046693878E0;6.960226135E0;-3.761228485E0;8.171936331E0
4.918986042E0;-2.151625671E0;6.647227020E0;-3.332070923E0;7.740659967E0
4.929043042E0;-2.596201172E0;6.930887146E0;-3.186423798E0;8.057962135E0
4.939100042E0;-3.302582245E0;7.809559937E0;-3.417992249E0;9.142152203E0
4.949157042E0;-3.414699097E0;8.522227936E0;-3.930526428E0;9.986870226E0
4.959214042E0;-3.197201385E0;9.041947174E0;-4.335135040E0;1.052484210E1
4.969271042E0;-2.972817993E0;9.374256134E0;-4.590953064E0;1.085316428E1
4.979328042E0;-2.731070709E0;9.311087494E0;-4.819378052E0;1.083427443E1
4.989385042E0;-2.437231750E0;8.891959076E0;-5.006788330E0;1.049166165E1
4.999442042E0;-2.286944275E0;8.787775726E0;-5.202730865E0;1.046534877E1
5.009499042E0;-1.716031494E0;8.986262970E0;-5.370531921E0;1.060850128E1
5.019556042E0;-1.167122955E0;9.392518158E0;-5.314847717E0;1.085491500E1
5.029613042E0;-9.704319763E-1;9.646240540E0;-5.157075806E0;1.098121695E1
5.039670042E0;-1.403481445E0;9.651629333E0;-4.933740234E0;1.093002752E1
5.049728042E0;-2.095043335E0;9.367969208E0;-4.585115204E0;1.063820168E1
5.059785042E0;-2.601889343E0;9.087602234E0;-4.329746246E0;1.039716524E1
5.069842042E0;-3.039579163E0;8.875643005E0;-4.149221649E0;1.025827084E1
5.079899042E0;-2.852168884E0;9.100325775E0;-4.107308807E0;1.038367864E1
5.089956042E0;-2.342778168E0;9.494755554E0;-4.187092896E0;1.063817369E1
5.100013042E0;-1.886227570E0;9.699080658E0;-4.208947449E0;1.073989100E1
5.110070042E0;-1.835932159E0;9.623637543E0;-4.172273712E0;1.064861091E1
5.120127042E0;-2.344424744E0;9.192384338E0;-4.170477448E0;1.036287312E1
5.130184042E0;-2.945424957E0;8.961414642E0;-4.209396515E0;1.032964179E1
5.140241042E0;-3.273542633E0;8.737929382E0;-4.383783875E0;1.030946421E1
5.150298042E0;-3.410657501E0;8.301137695E0;-4.281396790E0;9.943431505E0
5.160355042E0;-3.454366608E0;7.969427490E0;-4.186344452E0;9.642090181E0
5.170412042E0;-3.318149872E0;7.886499939E0;-4.263733521E0;9.559624647E0
5.180469042E0;-3.197500763E0;7.750133514E0;-4.285139008E0;9.415465837E0
5.190526042E0;-3.167413330E0;7.709567871E0;-4.553231506E0;9.497466036E0
5.200583042E0;-3.040776672E0;7.901019745E0;-4.637805634E0;9.653065672E0
5.210640042E0;-2.725681915E0;7.918383636E0;-4.388424225E0;9.454544330E0
5.220697042E0;-2.508184204E0;7.881111145E0;-4.092789001E0;9.227882893E0
5.230754042E0;-2.512525177E0;7.964487762E0;-3.746109924E0;9.153097162E0
5.240811042E0;-2.410138092E0;7.850275269E0;-3.548670502E0;8.945873336E0
5.250868042E0;-2.451751556E0;7.422764282E0;-3.645369415E0;8.625383090E0
5.260925042E0;-2.581980743E0;6.902895355E0;-3.830234985E0;8.305858709E0
5.270982042E0;-2.333198090E0;6.600075073E0;-4.233646088E0;8.180987929E0
5.281039042E0;-1.873803406E0;6.941365356E0;-4.636608124E0;8.555222213E0
5.291096042E0;-1.670376434E0;7.539072418E0;-4.886438599E0;9.138109900E0
5.301153042E0;-1.603166199E0;7.967331848E0;-4.808899841E0;9.443200534E0
5.311210042E0;-1.694176941E0;8.435707855E0;-4.243824921E0;9.593823663E0
5.321267042E0;-1.997895355E0;8.729995880E0;-3.748654633E0;9.708595443E0
5.331324042E0;-2.530188446E0;9.088650055E0;-3.869752808E0;1.019707802E1
5.341381042E0;-3.145708466E0;9.220825195E0;-4.299808502E0;1.064929351E1
5.351438042E0;-3.332819366E0;8.842561798E0;-4.658612366E0;1.053571323E1
5.361495042E0;-2.865491180E0;8.351283417E0;-4.926555176E0;1.011068347E1
5.371552042E0;-2.211351471E0;8.077203369E0;-4.914879456E0;9.710166304E0
5.381609042E0;-1.640738068E0;8.339158630E0;-4.596790924E0;9.662508725E0
5.391666042E0;-1.534159698E0;9.404792633E0;-4.200714569E0;1.041392209E1
5.401723042E0;-1.908381500E0;1.071157516E1;-3.763024750E0;1.151260690E1
5.411780042E0;-2.533780975E0;1.123174347E1;-3.540587311E0;1.204607263E1
5.421837042E0;-3.269351349E0;1.125748993E1;-3.575165405E0;1.225567401E1
5.431895042E0;-3.997736664E0;1.095302307E1;-3.841162262E0;1.227620220E1
5.441952042E0;-4.565206604E0;1.059062668E1;-4.376748505E0;1.233525080E1
5.452009042E0;-5.079087982E0;1.036250107E1;-5.170996857E0;1.264585986E1
5.462066042E0;-5.403762817E0;1.011282028E1;-5.710175629E0;1.280921123E1
5.472123042E0;-5.074747009E0;9.803114319E0;-5.469326477E0;1.231940095E1
5.482180042E0;-4.059109039E0;9.294022980E0;-4.582420807E0;1.112896266E1
5.492237042E0;-2.948418732E0;8.884025574E0;-3.628903656E0;1.003932394E1
5.502294042E0;-2.204914856E0;9.051377563E0;-2.602188721E0;9.672666202E0
5.512351042E0;-1.741478577E0;9.154213715E0;-1.659149780E0;9.464943442E0
5.522408042E0;-1.628762970E0;8.896300049E0;-1.065484314E0;9.106716214E0
5.532465042E0;-1.811083832E0;8.741521912E0;-1.012494507E0;8.984396201E0
5.542522042E0;-1.975142670E0;8.569679260E0;-1.166973267E0;8.871438316E0
5.552579042E0;-2.384990387E0;8.378077698E0;-1.496438141E0;8.838534503E0
5.562636042E0;-3.095263367E0;8.243956604E0;-1.984573059E0;9.026738394E0
5.572693042E0;-3.878135376E0;7.957302704E0;-2.856659546E0;9.301564604E0
5.582750042E0;-4.712799683E0;7.627089386E0;-3.971391449E0;9.805861685E0
5.592807042E0;-5.081033936E0;7.534731445E0;-4.431684265E0;1.011083128E1
5.602864042E0;-4.880600739E0;7.527546387E0;-4.232149200E0;9.919440762E0
5.612921042E0;-4.490212555E0;7.539222107E0;-4.248764648E0;9.749557929E0
5.622978042E0;-4.328848114E0;7.575297089E0;-4.321812744E0;9.736637888E0
5.633035042E0;-4.265978851E0;7.533833313E0;-4.048930206E0;9.557774624E0
5.643092042E0;-4.262835388E0;7.316634979E0;-3.433709564E0;9.137574861E0
5.653149042E0;-4.362079010E0;7.293133850E0;-3.077300720E0;9.038103472E0
5.663206042E0;-4.320914612E0;7.464228058E0;-3.167712708E0;9.188003449E0
5.673263042E0;-4.101171570E0;7.606282654E0;-3.140768738E0;9.194540354E0
5.683320042E0;-3.901337128E0;7.724087677E0;-2.764600983E0;9.084326085E0
5.693377042E0;-3.789669342E0;7.844437408E0;-2.234104156E0;8.993776368E0
5.703434042E0;-4.033362579E0;7.945626984E0;-1.626367950E0;9.057928823E0
5.713491042E0;-4.334835663E0;8.100105743E0;-1.378333740E0;9.289904046E0
5.723548042E0;-4.592300262E0;8.245752869E0;-1.352587280E0;9.534734103E0
5.733605042E0;-4.562811584E0;8.230933685E0;-1.628313904E0;9.550859912E0
5.743662042E0;-4.293671265E0;8.140372009E0;-2.040556641E0;9.426830898E0
5.753719042E0;-4.036655731E0;8.097860413E0;-2.672243042E0;9.434554342E0
5.763776042E0;-3.902235260E0;8.164022827E0;-3.465144196E0;9.689475375E0
5.773833042E0;-3.943100281E0;8.399932251E0;-3.924089813E0;1.007498797E1
5.783890042E0;-4.081262970E0;8.379724274E0;-3.883973236E0;1.009761033E1
5.793947042E0;-3.877386932E0;8.550219727E0;-3.479214935E0;1.001225865E1
5.804004042E0;-3.372187500E0;8.800199890E0;-2.848875732E0;9.845367417E0
5.814062042E0;-3.020868073E0;8.908574524E0;-2.342029724E0;9.693990261E0
5.824119042E0;-3.043920135E0;8.947343903E0;-2.068548431E0;9.674673396E0
5.834176042E0;-3.252286835E0;8.819060669E0;-1.968855743E0;9.603623987E0
5.844233042E0;-3.509152679E0;8.575367432E0;-2.187251587E0;9.520249399E0
5.854290042E0;-3.774850159E0;8.542735291E0;-2.468217316E0;9.660223428E0
5.864347042E0;-3.932921448E0;8.602610779E0;-2.615061951E0;9.813833722E0
5.874404042E0;-3.995042267E0;8.714428253E0;-2.756966858E0;9.975093421E0
5.884461042E0;-4.078269196E0;8.776549072E0;-2.578388214E0;1.001539710E1
5.894518042E0;-4.019591217E0;8.907826080E0;-2.501298523E0;1.008776354E1
5.904574917E0;-3.876788177E0;9.269773407E0;-2.682870941E0;1.039980683E1
5.914631917E0;-3.653153229E0;9.475146332E0;-2.760709076E0;1.052356599E1
5.924688917E0;-3.229683838E0;9.498647461E0;-2.614612885E0;1.036780410E1
5.934745917E0;-2.752775574E0;9.472302246E0;-2.557880859E0;1.019043854E1
5.944802917E0;-2.409539337E0;9.482780457E0;-2.642155609E0;1.013459379E1
5.954859917E0;-2.209854584E0;9.482780457E0;-2.900668030E0;1.015974692E1
5.964916917E0;-2.156266022E0;9.464518433E0;-3.381318512E0;1.027910051E1
5.974973917E0;-2.333198090E0;9.208999786E0;-3.751049652E0;1.021370960E1
5.985030917E0;-2.654579773E0;8.913813629E0;-3.868854675E0;1.007327671E1
5.995087917E0;-3.196303253E0;8.741970978E0;-3.862118683E0;1.007741890E1
6.005144917E0;-3.509901123E0;8.674611053E0;-3.856430511E0;1.012128150E1
6.015201917E0;-3.476969604E0;8.693621521E0;-3.677103424E0;1.005929731E1
6.025258917E0;-3.472928009E0;8.770711212E0;-3.399580536E0;1.002715074E1
6.035315917E0;-3.288661194E0;8.733438721E0;-3.140469360E0;9.846359334E0
6.045372917E0;-3.091670837E0;8.783434753E0;-2.859054565E0;9.740705706E0
6.055429917E0;-3.166515198E0;8.630602570E0;-2.630928955E0;9.562212421E0
6.065486917E0;-3.413052521E0;8.376281433E0;-2.654280396E0;9.426357864E0
6.075543917E0;-3.797902222E0;8.197852478E0;-2.872676239E0;9.480565137E0
6.085600917E0;-4.064946899E0;7.987090759E0;-2.975213013E0;9.442949993E0
6.095657917E0;-4.043391724E0;7.972421265E0;-2.932252350E0;9.407795772E0
6.105714917E0;-3.896547089E0;8.021070099E0;-2.954855347E0;9.394243709E0
6.115771917E0;-3.674558716E0;8.062683563E0;-2.977757721E0;9.347528499E0
6.125828917E0;-3.530258789E0;8.144563293E0;-2.904709625E0;9.339913081E0
6.135885917E0;-3.722159729E0;8.182434540E0;-2.872376862E0;9.437015253E0
6.145942917E0;-4.044738922E0;8.218359833E0;-3.119213562E0;9.676303247E0
6.155999917E0;-4.329746246E0;8.128247223E0;-3.467688904E0;9.840730248E0
6.166056917E0;-4.397704926E0;8.146658936E0;-3.949836273E0;1.006524053E1
6.176113917E0;-3.951782227E0;8.124355316E0;-4.392615509E0;1.004573557E1
6.186170917E0;-3.348985748E0;8.129444733E0;-4.341871033E0;9.805887072E0
6.196227917E0;-3.051105194E0;8.230783997E0;-4.076023865E0;9.678275603E0
6.206284917E0;-3.083437958E0;8.361013184E0;-3.848946075E0;9.707137425E0
6.216341917E0;-3.422632599E0;8.630452881E0;-3.534001007E0;9.934198204E0
6.226399917E0;-3.575315094E0;8.832083588E0;-3.461401978E0;1.013754813E1
6.236456917E0;-3.491938477E0;8.762178955E0;-3.529959412E0;1.007124758E1
6.246513917E0;-3.477867737E0;8.570427704E0;-3.550317078E0;9.907196696E0
6.256570917E0;-3.563339996E0;8.506211243E0;-3.447181549E0;9.845612336E0
6.266627917E0;-3.598965912E0;8.688232727E0;-3.337010651E0;9.978656404E0
6.276684917E0;-3.618126068E0;8.786578217E0;-3.123554535E0;1.000256897E1
6.286741917E0;-3.694916382E0;8.669821014E0;-2.753823395E0;9.818439121E0
6.296798917E0;-3.943998413E0;8.580756226E0;-2.448608093E0;9.756033132E0
6.306855917E0;-4.018842773E0;8.643625488E0;-2.508782959E0;9.856842839E0
6.316912917E0;-3.709136810E0;8.716374207E0;-2.931503906E0;9.915976520E0
6.326969917E0;-3.238066406E0;8.652307434E0;-3.359763336E0;9.830336091E0
6.337026917E0;-2.876717834E0;8.649912415E0;-3.673510895E0;9.828080818E0
6.347083917E0;-2.826123047E0;8.759783936E0;-3.882326660E0;9.989656970E0
6.357140917E0;-3.074756012E0;8.742719421E0;-3.931424561E0;1.006704358E1
6.367197917E0;-3.375780029E0;8.746162262E0;-4.067491608E0;1.021938027E1
6.377254917E0;-3.264411621E0;8.786877594E0;-4.218826904E0;1.027930453E1
6.387311917E0;-3.054098969E0;8.731343079E0;-4.074077911E0;1.010752113E1
6.397368917E0;-2.840942230E0;8.775501251E0;-3.901337128E0;1.001502902E1
6.407425917E0;-2.657573547E0;8.909472656E0;-3.826941833E0;1.005419733E1
6.417482917E0;-2.729274445E0;8.959019623E0;-3.705095215E0;1.007177751E1
6.427539917E0;-2.890339508E0;8.739276581E0;-3.562441864E0;9.870157530E0
6.437596917E0;-3.039279785E0;8.578061829E0;-3.458857269E0;9.735710552E0
6.447653917E0;-3.252586212E0;8.583450623E0;-3.408861237E0;9.791592138E0
6.457710917E0;-3.512894897E0;8.583001556E0;-3.491639099E0;9.909585757E0
6.467767917E0;-3.622467041E0;8.540639648E0;-3.539539490E0;9.929407478E0
6.477824917E0;-3.585194550E0;8.445138245E0;-3.447929993E0;9.801132647E0
6.487881917E0;-3.644920349E0;8.412805481E0;-3.177143097E0;9.703348838E0
6.497938917E0;-3.729045410E0;8.445287933E0;-3.048111420E0;9.722121742E0
6.507995917E0;-3.853736115E0;8.376431122E0;-3.158881073E0;9.746507580E0
6.518052917E0;-3.929628296E0;8.374036102E0;-3.230881348E0;9.798216852E0
6.528109917E0;-3.833827515E0;8.462202759E0;-3.333567810E0;9.870146062E0
6.538166917E0;-3.596720581E0;8.550818481E0;-3.497626648E0;9.913944110E0
6.548223917E0;-3.382965088E0;8.574469299E0;-3.578159180E0;9.887830888E0
6.558280917E0;-3.096610565E0;8.604257355E0;-3.770658875E0;9.891415974E0
6.568337917E0;-3.001109161E0;8.588689728E0;-3.930975494E0;9.910843343E0
6.578394917E0;-2.961291962E0;8.539442139E0;-3.825145569E0;9.814431249E0
6.588451917E0;-2.973566437E0;8.724756775E0;-3.570075989E0;9.884782279E0
6.598508917E0;-2.829416199E0;8.925189972E0;-3.215014343E0;9.899541873E0
6.608565917E0;-2.650687866E0;8.814869385E0;-2.817740479E0;9.626407941E0
6.618622917E0;-2.650538177E0;8.605754242E0;-2.751128998E0;9.415575897E0
6.628679917E0;-2.733914795E0;8.572822723E0;-3.139421539E0;9.530138884E0
6.638736917E0;-2.932252350E0;8.585845642E0;-3.651955719E0;9.780165122E0
6.648793917E0;-3.199297028E0;8.613538055E0;-4.021986237E0;1.003020003E1
6.658850917E0;-3.548520813E0;8.425978088E0;-4.170627136E0;1.004904162E1
6.668907917E0;-3.570525055E0;8.339458008E0;-4.245621185E0;1.001601259E1
6.678964917E0;-3.520079956E0;8.366551666E0;-4.144581299E0;9.978361781E0
6.689022917E0;-3.381468201E0;8.508007507E0;-4.062701569E0;1.001628988E1
